State,Crop,Season,Year,Area_Hectares,Rainfall_mm,Fertilizer_kg_per_ha,Avg_Temp_C,Irrigation_pct,Yield_kg_per_ha
Andhra Pradesh,Cotton,Kharif,2003,2167.07,1734.03,114.42,28.33,75.2,440.25
Andhra Pradesh,Cotton,Kharif,2002,1920.94,995.51,76.56,30.18,41.62,293.48
Andhra Pradesh,Cotton,Kharif,2001,843.53,1116.8,209.69,19.52,72.37,446.75
Andhra Pradesh,Cotton,Kharif,2000,2373.7,1380.48,208.83,25.91,44.18,470.11
Andhra Pradesh,Mustard,Rabi,2006,3071.45,1708.66,251.52,19.49,54.55,1239.07
Andhra Pradesh,Mustard,Rabi,2007,2121.0,961.28,240.27,33.49,22.53,816.61
Andhra Pradesh,Mustard,Rabi,2008,2986.12,580.1,153.78,24.96,55.18,628.93
Andhra Pradesh,Mustard,Rabi,2009,770.86,350.16,191.07,37.09,28.68,517.79
Andhra Pradesh,Mustard,Rabi,2010,4734.01,1400.04,241.25,30.91,82.0,1338.01
Andhra Pradesh,Mustard,Rabi,2011,3500.6,1180.23,299.83,19.45,71.8,1307.06
Andhra Pradesh,Mustard,Rabi,2012,2693.44,868.74,152.08,30.42,86.82,1074.96
Andhra Pradesh,Mustard,Rabi,2013,2040.67,453.59,68.45,19.03,48.51,504.17
Andhra Pradesh,Mustard,Rabi,2014,1719.33,1376.91,272.85,19.02,36.58,1224.47
Andhra Pradesh,Mustard,Rabi,2015,765.35,500.91,333.14,34.08,33.55,695.22
Andhra Pradesh,Mustard,Rabi,2016,2062.51,833.43,287.3,28.2,29.59,929.8
Andhra Pradesh,Mustard,Rabi,2017,1351.48,863.25,199.33,24.86,38.14,1004.97
Andhra Pradesh,Mustard,Rabi,2005,2022.59,328.76,281.75,21.42,23.29,724.06
Andhra Pradesh,Mustard,Rabi,2004,4078.45,1040.26,111.61,32.74,72.48,1042.22
Andhra Pradesh,Mustard,Rabi,2003,1269.04,1655.11,81.31,37.65,84.52,1094.59
Andhra Pradesh,Mustard,Rabi,2002,3625.44,585.69,182.65,19.43,49.22,809.36
Andhra Pradesh,Mustard,Rabi,2001,3720.93,879.67,149.09,29.91,85.42,1063.97
Andhra Pradesh,Mustard,Rabi,2000,833.29,1343.03,81.72,31.3,41.46,857.41
Andhra Pradesh,Chickpea,Rabi,2006,1034.64,1704.53,55.56,26.76,21.62,499.95
Andhra Pradesh,Chickpea,Rabi,2007,1642.23,498.24,162.92,31.45,78.68,394.2
Andhra Pradesh,Chickpea,Rabi,2008,2677.22,1184.75,110.18,23.75,32.14,571.3
Andhra Pradesh,Chickpea,Rabi,2009,2621.27,1144.03,333.48,21.91,68.13,997.76
Andhra Pradesh,Chickpea,Rabi,2010,4095.43,1140.36,126.5,23.25,22.94,654.85
Andhra Pradesh,Chickpea,Rabi,2011,285.21,628.94,261.87,33.65,54.15,650.88
Andhra Pradesh,Chickpea,Rabi,2012,3505.47,881.93,97.97,25.96,63.5,514.04
Andhra Pradesh,Chickpea,Rabi,2013,2566.14,335.96,143.91,34.4,61.55,468.26
Andhra Pradesh,Chickpea,Rabi,2014,2280.38,728.29,139.41,25.66,82.67,685.05
Andhra Pradesh,Chickpea,Rabi,2015,1997.1,1569.83,178.07,29.04,37.32,828.73
Andhra Pradesh,Chickpea,Rabi,2016,3730.34,1097.98,292.71,33.61,36.13,1010.27
Andhra Pradesh,Chickpea,Rabi,2017,1763.23,558.91,50.79,27.02,46.43,448.08
Andhra Pradesh,Chickpea,Rabi,2005,2796.8,582.06,307.9,23.16,36.98,700.96
Andhra Pradesh,Chickpea,Rabi,2004,1114.67,707.79,100.91,32.37,77.76,455.57
Andhra Pradesh,Chickpea,Rabi,2003,2338.53,1371.13,270.78,20.77,92.46,1247.87
Andhra Pradesh,Chickpea,Rabi,2002,971.52,488.49,91.51,32.96,55.22,512.52
Andhra Pradesh,Chickpea,Rabi,2001,3925.52,1419.38,231.38,31.73,21.38,944.96
Andhra Pradesh,Chickpea,Rabi,2000,96.26,349.47,305.57,31.68,39.9,562.57
Andhra Pradesh,Groundnut,Kharif,2006,3455.42,1488.69,142.04,18.72,89.96,1349.03
Andhra Pradesh,Groundnut,Kharif,2007,2484.69,1452.7,116.49,23.39,38.2,1048.6
Andhra Pradesh,Groundnut,Kharif,2008,4958.78,596.11,222.66,36.51,31.02,897.79
Andhra Pradesh,Groundnut,Kharif,2009,3188.57,1441.34,345.81,21.61,77.45,1965.89
Andhra Pradesh,Groundnut,Kharif,2010,1727.07,563.44,176.41,33.88,54.86,956.87
Andhra Pradesh,Groundnut,Kharif,2011,2025.59,1223.1,159.57,25.86,72.17,1467.3
Andhra Pradesh,Groundnut,Kharif,2012,4692.54,1113.54,280.52,19.78,35.84,1450.14
Andhra Pradesh,Groundnut,Kharif,2013,1301.63,1076.1,54.49,23.29,58.55,1018.28
Andhra Pradesh,Groundnut,Kharif,2014,2887.09,1688.63,243.6,26.29,89.78,1837.07
Andhra Pradesh,Groundnut,Kharif,2015,697.67,1313.72,217.96,33.79,75.41,1836.07
Andhra Pradesh,Groundnut,Kharif,2016,3144.8,1779.57,210.08,20.26,82.12,1912.35
Andhra Pradesh,Groundnut,Kharif,2017,4787.68,1345.19,228.81,27.21,47.33,1507.05
Andhra Pradesh,Groundnut,Kharif,2005,1797.37,1254.56,275.38,31.57,34.88,1841.73
Andhra Pradesh,Groundnut,Kharif,2004,2404.74,1104.93,281.34,31.23,50.7,1735.67
Andhra Pradesh,Groundnut,Kharif,2003,4482.29,543.85,346.1506,20.38,21.12,1065.96
Andhra Pradesh,Groundnut,Kharif,2002,3662.01,1516.52,307.7,37.83,42.05,1906.99
Andhra Pradesh,Groundnut,Kharif,2001,3565.7,473.1,172.04,34.96,47.57,966.69
Andhra Pradesh,Groundnut,Kharif,2000,3247.46,1759.34,66.72,29.48,84.73,1696.37
Andhra Pradesh,Bajra,Kharif,2006,2432.84,417.79,218.16,24.64,31.62,512.31
Andhra Pradesh,Bajra,Kharif,2007,4669.72,1509.02,257.89,18.1,52.09,1110.9
Andhra Pradesh,Bajra,Kharif,2008,1027.56,1666.2,102.38,23.72,58.76,713.53
Andhra Pradesh,Bajra,Kharif,2009,3015.54,433.39,67.45,25.44,74.05,442.07
Andhra Pradesh,Bajra,Kharif,2010,2796.29,934.31,219.73,25.31,90.21,1020.9
Andhra Pradesh,Bajra,Kharif,2011,4461.85,1505.83,105.21,23.92,73.78,827.08
Andhra Pradesh,Bajra,Kharif,2012,467.14,1517.79,265.67,32.59,27.52,1030.43
Andhra Pradesh,Bajra,Kharif,2013,4163.07,362.39,56.93,25.46,31.16,395.84
Andhra Pradesh,Bajra,Kharif,2014,2814.0,1676.02,167.44,34.9,20.02,813.93
Andhra Pradesh,Bajra,Kharif,2015,529.91,1209.61,185.45,36.77,29.19,838.11
Andhra Pradesh,Bajra,Kharif,2016,1099.54,344.31,180.18,23.56,85.24,725.35
Andhra Pradesh,Bajra,Kharif,2017,2682.96,437.78,183.51,37.99,82.64,782.5
Andhra Pradesh,Bajra,Kharif,2005,4472.62,1534.84,80.91,22.55,20.23,625.0
Andhra Pradesh,Bajra,Kharif,2004,2390.33,1315.69,312.35,32.98,90.39,1443.22
Andhra Pradesh,Bajra,Kharif,2003,316.8,318.27,248.4,23.79,39.01,543.61
Andhra Pradesh,Bajra,Kharif,2002,2581.61,960.22,203.73,31.45,49.03,859.84
Andhra Pradesh,Bajra,Kharif,2001,1293.97,549.3,154.84,32.84,76.75,669.03
Andhra Pradesh,Bajra,Kharif,2000,2961.03,1156.03,195.28,29.0,56.88,1134.59
Tamil Nadu,Rice,Kharif,2006,2849.01,1373.26,82.89,32.99,30.19,1005.2
Tamil Nadu,Rice,Kharif,2007,2452.46,1545.27,335.18,30.69,46.54,1906.91
Tamil Nadu,Rice,Kharif,2008,3036.46,768.0,322.95,35.41,61.87,1503.63
Tamil Nadu,Rice,Kharif,2009,215.42,1523.73,185.11,24.5,55.33,1544.86
Tamil Nadu,Rice,Kharif,2010,4102.75,486.92,307.3,35.95,91.0,1418.15
Tamil Nadu,Rice,Kharif,2011,1899.52,799.37,102.85,30.15,55.75,1100.02
Tamil Nadu,Rice,Kharif,2012,4335.22,348.16,243.16,33.26,76.96,1268.97
Tamil Nadu,Rice,Kharif,2013,4642.66,798.98,200.96,18.28,20.52,1260.48
Tamil Nadu,Rice,Kharif,2014,1238.63,451.21,128.06,21.54,22.14,777.66
Tamil Nadu,Rice,Kharif,2015,4565.54,1639.19,246.17,31.44,20.4,1742.64
Tamil Nadu,Rice,Kharif,2016,4925.11,1616.75,318.53,31.18,45.86,2089.45
Tamil Nadu,Rice,Kharif,2017,2835.42,449.6,326.59,20.82,36.87,1353.86
Tamil Nadu,Rice,Kharif,2005,2812.76,1446.14,235.81,22.64,20.07,1674.43
Tamil Nadu,Rice,Kharif,2004,4523.65,914.77,207.48,27.54,53.57,1849.46
Tamil Nadu,Rice,Kharif,2003,3887.19,1090.15,145.02,23.16,22.83,1223.25
Tamil Nadu,Rice,Kharif,2002,783.26,1280.74,254.36,33.04,57.77,2292.76
Tamil Nadu,Rice,Kharif,2001,4475.57,1704.51,292.21,30.71,42.78,2168.86
Tamil Nadu,Rice,Kharif,2000,331.36,1767.74,226.53,29.14,69.18,2011.82
Tamil Nadu,Wheat,Rabi,2006,2510.27,348.1,233.69,32.32,51.26,1326.96
Tamil Nadu,Wheat,Rabi,2007,1145.32,542.13,161.6,34.94,82.09,1768.27
Tamil Nadu,Wheat,Rabi,2008,1944.98,1183.68,266.24,22.82,32.61,2426.02
Tamil Nadu,Wheat,Rabi,2009,4908.01,806.63,260.91,22.45,39.59,2083.63
Tamil Nadu,Wheat,Rabi,2010,2583.92,779.43,100.29,23.26,22.68,1305.46
Tamil Nadu,Wheat,Rabi,2011,516.5,557.54,80.76,30.25,27.07,1281.74
Tamil Nadu,Wheat,Rabi,2012,3783.7,330.77,124.81,35.81,73.89,1451.2
Tamil Nadu,Wheat,Rabi,2013,3023.66,1322.75,346.1506,22.65,66.8,3230.29
Tamil Nadu,Wheat,Rabi,2014,2328.59,359.18,54.34,20.38,68.68,1279.25
Tamil Nadu,Wheat,Rabi,2015,207.69,1003.95,327.39,25.95,66.87,3481.13
Tamil Nadu,Wheat,Rabi,2016,3910.1,1475.89,205.78,35.16,49.35,2532.42
Tamil Nadu,Wheat,Rabi,2017,1437.07,379.68,288.67,26.34,37.18,1747.04
Tamil Nadu,Wheat,Rabi,2005,1197.36,1652.1,300.17,29.07,66.21,2756.49
Tamil Nadu,Wheat,Rabi,2004,4581.61,488.42,175.53,24.89,57.36,1609.36
Tamil Nadu,Wheat,Rabi,2003,2315.28,1078.33,91.98,28.26,38.18,1795.63
Tamil Nadu,Wheat,Rabi,2002,3151.89,1391.39,253.79,27.41,49.09,3345.18
Tamil Nadu,Wheat,Rabi,2001,1911.0,1260.07,198.44,34.98,85.6,3161.08
Tamil Nadu,Wheat,Rabi,2000,3170.48,751.84,55.57,35.77,37.02,1405.06
Tamil Nadu,Maize,Kharif,2006,4649.94,1376.15,278.8,22.03,37.56,1801.71
Tamil Nadu,Maize,Kharif,2007,1561.89,782.19,97.89,22.1,79.14,1360.23
Tamil Nadu,Maize,Kharif,2008,877.62,342.69,238.81,37.52,44.84,1153.6
Tamil Nadu,Maize,Kharif,2009,4536.45,1476.09,236.75,24.3,60.64,1996.27
Tamil Nadu,Maize,Kharif,2010,501.66,1318.42,267.53,37.3,39.53,2092.43
Tamil Nadu,Maize,Kharif,2011,3548.61,1485.61,108.12,23.24,58.44,1620.83
Tamil Nadu,Maize,Kharif,2012,1686.47,1590.77,192.13,33.99,63.55,1969.1
Tamil Nadu,Maize,Kharif,2013,4165.51,711.86,213.83,22.28,55.66,1748.91
Tamil Nadu,Maize,Kharif,2014,1624.97,700.06,340.1,21.2,79.05,1915.49
Tamil Nadu,Maize,Kharif,2015,250.41,904.33,330.57,18.24,64.09,2397.14
Tamil Nadu,Maize,Kharif,2016,2531.91,1610.08,75.2,31.63,71.01,1779.09
Tamil Nadu,Maize,Kharif,2017,4124.28,362.96,191.32,25.96,43.26,1172.39
Tamil Nadu,Maize,Kharif,2005,2284.12,876.29,179.7,37.59,26.65,1499.42
Tamil Nadu,Maize,Kharif,2004,3137.52,1545.27,158.14,26.61,50.71,2096.62
Tamil Nadu,Maize,Kharif,2003,1904.92,1688.29,298.68,20.18,28.11,2141.52
Tamil Nadu,Maize,Kharif,2002,3114.51,515.54,206.71,18.14,43.74,1392.5
Tamil Nadu,Maize,Kharif,2001,3402.09,1026.06,343.48,35.48,46.93,2547.84
Tamil Nadu,Maize,Kharif,2000,4544.77,653.53,322.48,24.19,93.23,2184.88
Tamil Nadu,Maize,Rabi,2006,1442.24,1730.15,66.06,32.19,59.91,1248.26
Tamil Nadu,Maize,Rabi,2007,3542.7,586.21,215.85,23.06,91.67,1602.84
Tamil Nadu,Maize,Rabi,2008,191.72,599.59,122.69,26.28,37.45,1142.25
Tamil Nadu,Maize,Rabi,2009,3574.71,1169.94,76.7,31.88,32.48,1295.85
Tamil Nadu,Maize,Rabi,2010,3942.52,675.09,175.11,25.01,84.41,1616.74
Tamil Nadu,Maize,Rabi,2011,753.2,1357.19,321.52,26.69,56.61,2230.81
Tamil Nadu,Maize,Rabi,2012,4640.74,1081.49,196.28,29.57,71.69,1930.13
Tamil Nadu,Maize,Rabi,2013,3941.6,865.42,80.11,30.68,86.01,1485.36
Tamil Nadu,Maize,Rabi,2014,4444.38,1736.5,310.31,18.04,48.52,2325.54
Tamil Nadu,Maize,Rabi,2015,3027.67,1209.48,159.51,36.09,57.74,2133.51
Tamil Nadu,Maize,Rabi,2016,2350.68,1796.27,198.05,21.57,58.48,2248.72
Tamil Nadu,Maize,Rabi,2017,3953.48,1362.04,126.27,35.24,87.01,2224.08
Tamil Nadu,Maize,Rabi,2005,1011.06,495.68,342.68,35.37,86.99,1967.62
Tamil Nadu,Maize,Rabi,2004,3249.69,1118.04,65.36,32.91,57.9,1683.31
Tamil Nadu,Maize,Rabi,2003,3256.16,1053.96,197.54,21.44,40.9,1842.99
Tamil Nadu,Maize,Rabi,2002,4866.24,529.67,130.78,29.81,65.76,1301.55
Tamil Nadu,Maize,Rabi,2001,812.17,1490.58,285.56,22.75,41.65,2375.86
Tamil Nadu,Maize,Rabi,2000,2120.41,1138.95,106.22,26.96,65.08,1924.03
Tamil Nadu,Soybean,Kharif,2006,1670.51,1471.42,302.13,24.47,82.9,1098.77
Tamil Nadu,Soybean,Kharif,2007,4544.06,844.78,136.15,28.01,54.2,709.27
Tamil Nadu,Soybean,Kharif,2008,1754.92,1340.61,277.87,35.06,92.96,1256.63
Tamil Nadu,Soybean,Kharif,2009,2001.58,1315.62,192.79,37.88,74.67,860.46
Tamil Nadu,Soybean,Kharif,2010,4764.83,1552.45,320.87,34.29,54.44,987.97
Tamil Nadu,Soybean,Kharif,2011,150.17,1085.99,201.52,28.51,93.05,885.25
Tamil Nadu,Soybean,Kharif,2012,4561.7,542.57,160.66,26.48,47.04,536.91
Tamil Nadu,Soybean,Kharif,2013,2881.89,1579.52,291.78,20.64,73.54,1301.35
Tamil Nadu,Soybean,Kharif,2014,2205.41,741.97,65.01,27.74,46.66,527.09
Tamil Nadu,Soybean,Kharif,2015,3858.95,667.18,64.83,34.98,20.75,377.18
Tamil Nadu,Soybean,Kharif,2016,4688.71,1241.43,146.55,22.93,20.68,665.66
Tamil Nadu,Soybean,Kharif,2017,3080.22,549.82,208.59,29.8,42.35,589.83
Tamil Nadu,Soybean,Kharif,2005,223.57,355.88,57.9,32.78,43.85,364.15
Tamil Nadu,Soybean,Kharif,2004,2292.34,1069.32,263.91,23.47,29.12,986.63
Tamil Nadu,Soybean,Kharif,2003,2802.48,790.47,182.75,30.94,57.06,804.9
Tamil Nadu,Soybean,Kharif,2002,3711.99,1358.9,210.26,31.58,85.52,1357.39
Tamil Nadu,Soybean,Kharif,2001,2189.74,919.14,279.27,29.65,25.33,903.95
Tamil Nadu,Soybean,Kharif,2000,4767.9,381.2,229.06,26.56,44.8,635.0
Tamil Nadu,Sugarcane,Whole Year,2006,497.08,1143.98,193.71,20.09,65.94,57421.94
Tamil Nadu,Sugarcane,Whole Year,2007,4531.6,914.21,335.92,35.31,42.24,55046.19
Tamil Nadu,Sugarcane,Whole Year,2008,838.45,953.08,170.57,29.51,63.75,47041.58
Tamil Nadu,Sugarcane,Whole Year,2009,568.87,1587.44,142.93,37.43,28.84,48193.92
Tamil Nadu,Sugarcane,Whole Year,2010,4793.34,436.52,119.31,18.93,72.88,30845.74
Tamil Nadu,Sugarcane,Whole Year,2011,4646.18,1185.45,239.0,34.91,42.26,61690.45
Tamil Nadu,Sugarcane,Whole Year,2012,1803.62,1658.93,320.29,37.53,87.64,70540.32699999999
Tamil Nadu,Sugarcane,Whole Year,2013,2078.7,1786.2,191.68,29.08,59.73,57145.61
Tamil Nadu,Sugarcane,Whole Year,2014,1642.6,412.53,318.7,34.05,30.46,39033.3
Tamil Nadu,Sugarcane,Whole Year,2015,2075.26,681.03,307.92,32.0,61.08,59392.75
Tamil Nadu,Sugarcane,Whole Year,2016,3067.36,436.6,192.18,21.87,35.63,34511.41
Tamil Nadu,Sugarcane,Whole Year,2017,2048.6,611.62,244.62,35.42,76.12,52048.55
Tamil Nadu,Sugarcane,Whole Year,2005,4350.35,1104.83,275.56,20.8,46.12,65020.0
Tamil Nadu,Sugarcane,Whole Year,2004,4648.93,1611.44,90.36,21.46,46.82,37046.35
Tamil Nadu,Sugarcane,Whole Year,2003,1489.18,1222.16,320.83,37.25,69.02,70540.32699999999
Tamil Nadu,Sugarcane,Whole Year,2002,1081.22,1087.03,216.52,32.85,36.49,61113.84
Tamil Nadu,Sugarcane,Whole Year,2001,1873.14,846.04,337.83,26.88,76.63,64511.49
Tamil Nadu,Sugarcane,Whole Year,2000,2880.75,1641.45,192.56,36.9,36.08,61297.8
Tamil Nadu,Cotton,Kharif,2006,417.09,1637.18,304.3,37.85,70.95,450.0
Tamil Nadu,Cotton,Kharif,2007,1942.7,1701.84,179.64,28.78,53.46,359.73
Tamil Nadu,Cotton,Kharif,2008,2845.85,1005.76,64.39,35.64,53.33,208.93
Tamil Nadu,Cotton,Kharif,2009,66.77,667.94,261.38,19.98,88.17,345.81
Tamil Nadu,Cotton,Kharif,2010,1114.36,606.89,104.45,18.28,77.89,231.61
Tamil Nadu,Cotton,Kharif,2011,981.59,727.92,192.78,37.09,38.55,269.63
Tamil Nadu,Cotton,Kharif,2012,3671.65,959.17,139.35,27.12,25.34,229.7
Tamil Nadu,Cotton,Kharif,2013,3640.79,402.52,336.53,21.86,86.21,326.03
Tamil Nadu,Cotton,Kharif,2014,4056.89,1751.79,193.37,32.55,47.8,349.64
Tamil Nadu,Cotton,Kharif,2015,870.46,1773.07,78.87,29.78,66.98,271.66
Tamil Nadu,Cotton,Kharif,2016,2713.49,1293.28,84.85,29.1,41.54,255.6
Tamil Nadu,Cotton,Kharif,2017,105.22,663.49,253.63,22.62,58.18,302.2
Tamil Nadu,Cotton,Kharif,2005,4444.7,1340.64,168.39,25.45,54.18,377.91
Tamil Nadu,Cotton,Kharif,2004,1852.56,1578.55,276.97,30.21,47.32,399.75
Tamil Nadu,Cotton,Kharif,2003,1089.16,1464.23,195.92,22.5,34.64,369.99
Tamil Nadu,Cotton,Kharif,2002,1183.49,1089.96,185.46,29.59,85.79,405.65
Tamil Nadu,Cotton,Kharif,2001,4345.35,976.61,54.61,26.53,65.46,312.35
Tamil Nadu,Cotton,Kharif,2000,812.67,1269.8,104.8,33.01,45.43,336.59
Tamil Nadu,Mustard,Rabi,2006,3563.98,371.8,172.36,32.1,37.02,479.58
Tamil Nadu,Mustard,Rabi,2007,2958.43,830.32,194.74,29.95,55.43,817.04
Tamil Nadu,Mustard,Rabi,2008,3506.65,950.55,110.68,22.28,20.44,604.16
Tamil Nadu,Mustard,Rabi,2009,3981.11,603.7,337.71,28.05,88.77,863.52
Tamil Nadu,Mustard,Rabi,2010,3548.49,1383.65,75.51,22.4,20.66,552.48
Tamil Nadu,Mustard,Rabi,2011,3943.93,808.4,295.8,20.61,33.0,910.98
Tamil Nadu,Mustard,Rabi,2012,1737.34,912.73,154.61,33.27,27.27,710.5
Tamil Nadu,Mustard,Rabi,2013,380.65,1713.52,345.9,19.77,41.85,1069.14
Tamil Nadu,Mustard,Rabi,2014,1893.38,1464.59,228.78,30.89,76.81,1227.62
Tamil Nadu,Mustard,Rabi,2015,4454.19,1350.46,110.51,26.59,57.05,950.44
Tamil Nadu,Mustard,Rabi,2016,323.33,1731.96,88.57,31.95,57.97,809.42
Tamil Nadu,Mustard,Rabi,2017,1183.26,482.43,159.02,23.11,58.0,673.85
Tamil Nadu,Mustard,Rabi,2005,4833.73,1162.43,316.98,31.02,55.64,1221.4
Tamil Nadu,Mustard,Rabi,2004,4349.71,737.37,88.64,35.11,64.06,717.95
Tamil Nadu,Mustard,Rabi,2003,4451.01,1706.74,66.09,28.02,48.12,826.82
Tamil Nadu,Mustard,Rabi,2002,1438.92,1135.2,262.62,20.69,81.06,1374.46
Tamil Nadu,Mustard,Rabi,2001,3050.24,1724.31,151.86,20.16,57.99,815.75
Tamil Nadu,Mustard,Rabi,2000,375.92,1233.25,225.57,23.62,88.27,1385.84
Tamil Nadu,Chickpea,Rabi,2006,1555.34,974.59,213.13,20.0,89.91,725.35
Tamil Nadu,Chickpea,Rabi,2007,1967.09,1200.3,204.1,31.89,24.16,614.51
Tamil Nadu,Chickpea,Rabi,2008,1458.48,1528.85,73.97,35.11,26.89,459.87
Tamil Nadu,Chickpea,Rabi,2009,3080.43,529.33,69.85,22.32,29.59,348.7
Tamil Nadu,Chickpea,Rabi,2010,1596.41,1071.57,226.63,33.8,69.22,705.85
Tamil Nadu,Chickpea,Rabi,2011,2395.35,921.78,302.65,22.6,20.43,748.41
Tamil Nadu,Chickpea,Rabi,2012,3274.03,603.69,317.03,35.18,25.75,557.56
Tamil Nadu,Chickpea,Rabi,2013,3065.65,712.36,265.04,29.9,44.36,583.69
Tamil Nadu,Chickpea,Rabi,2014,175.59,1425.23,114.43,34.69,51.52,696.51
Tamil Nadu,Chickpea,Rabi,2015,4324.93,857.28,112.67,33.5,52.48,548.76
Tamil Nadu,Chickpea,Rabi,2016,1000.61,1656.64,109.43,18.52,21.52,620.34
Tamil Nadu,Chickpea,Rabi,2017,1589.66,780.02,151.85,31.6,24.36,541.06
Tamil Nadu,Chickpea,Rabi,2005,4649.13,633.78,346.1506,21.43,77.87,890.76
Tamil Nadu,Chickpea,Rabi,2004,2807.48,1579.43,144.52,28.47,56.4,700.09
Tamil Nadu,Chickpea,Rabi,2003,1801.83,1637.18,99.76,20.99,63.27,639.46
Tamil Nadu,Chickpea,Rabi,2002,1984.05,1719.85,123.99,31.37,75.51,829.28
Tamil Nadu,Chickpea,Rabi,2001,2268.24,1706.29,271.0,27.16,62.7,1083.23
Tamil Nadu,Chickpea,Rabi,2000,4399.55,835.33,139.97,22.28,22.83,596.68
Tamil Nadu,Groundnut,Kharif,2006,262.92,1605.08,253.52,31.21,66.1,1409.44
Tamil Nadu,Groundnut,Kharif,2007,4358.53,839.17,328.01,31.97,39.29,1222.56
Tamil Nadu,Groundnut,Kharif,2008,2842.22,1099.55,91.37,29.82,43.61,933.94
Tamil Nadu,Groundnut,Kharif,2009,3396.48,835.48,203.81,31.51,92.02,1255.8
Tamil Nadu,Groundnut,Kharif,2010,1305.66,1612.47,327.22,31.41,89.84,1862.53
Tamil Nadu,Groundnut,Kharif,2011,3528.78,363.01,322.06,27.69,54.52,887.55
Tamil Nadu,Groundnut,Kharif,2012,2854.01,524.08,190.75,34.62,21.16,796.2
Tamil Nadu,Groundnut,Kharif,2013,4003.92,1717.78,232.55,23.09,89.31,1559.74
Tamil Nadu,Groundnut,Kharif,2014,3887.81,1161.64,258.69,36.49,73.43,1769.68
Tamil Nadu,Groundnut,Kharif,2015,249.38,879.62,171.9,21.34,21.73,830.89
Tamil Nadu,Groundnut,Kharif,2016,710.24,1281.93,290.69,37.76,45.98,1615.18
Tamil Nadu,Groundnut,Kharif,2017,876.86,1376.47,276.49,19.78,84.59,1834.98
Tamil Nadu,Groundnut,Kharif,2005,4074.87,350.1,77.33,18.98,45.11,718.71
Tamil Nadu,Groundnut,Kharif,2004,1374.95,1667.4,160.48,18.91,42.52,1302.16
Tamil Nadu,Groundnut,Kharif,2003,2678.99,912.33,132.15,20.63,81.44,1325.02
Tamil Nadu,Groundnut,Kharif,2002,3606.29,888.04,321.48,29.2,53.78,1271.56
Tamil Nadu,Groundnut,Kharif,2001,3251.03,1729.21,288.37,18.8,44.92,1366.32
Tamil Nadu,Groundnut,Kharif,2000,3515.93,1539.4,269.4,37.79,40.44,1508.34
Tamil Nadu,Bajra,Kharif,2006,4381.2,1449.93,158.65,32.68,27.81,642.32
Tamil Nadu,Bajra,Kharif,2007,1496.84,1283.67,242.49,22.19,22.28,821.32
Tamil Nadu,Bajra,Kharif,2008,2196.43,1154.27,312.98,36.56,59.66,949.23
Tamil Nadu,Bajra,Kharif,2009,3743.11,607.2,161.32,30.68,21.36,504.22
Tamil Nadu,Bajra,Kharif,2010,3626.18,1553.3,169.74,26.96,83.85,842.42
Tamil Nadu,Bajra,Kharif,2011,1653.68,1318.32,218.96,21.24,43.24,889.68
Tamil Nadu,Bajra,Kharif,2012,4504.92,1332.26,345.79,33.34,90.65,1268.8
Tamil Nadu,Bajra,Kharif,2013,150.08,1306.14,190.78,24.94,84.68,915.54
Tamil Nadu,Bajra,Kharif,2014,4278.63,333.45,232.85,25.36,51.17,496.37
Tamil Nadu,Bajra,Kharif,2015,4718.09,569.45,248.82,31.44,38.91,655.47
Tamil Nadu,Bajra,Kharif,2016,1657.52,1552.2,278.54,24.58,60.05,984.78
Tamil Nadu,Bajra,Kharif,2017,4224.5,1377.01,333.09,31.87,90.53,1267.12
Tamil Nadu,Bajra,Kharif,2005,2794.84,1200.33,343.09,30.84,22.31,955.18
Tamil Nadu,Bajra,Kharif,2004,3988.12,1175.75,251.39,37.8,26.8,884.05
Tamil Nadu,Bajra,Kharif,2003,3352.86,725.1,242.03,30.15,31.51,709.4
Tamil Nadu,Bajra,Kharif,2002,684.74,697.77,300.57,24.54,56.6,766.84
Tamil Nadu,Bajra,Kharif,2001,4708.64,640.72,166.89,30.13,76.65,666.51
Tamil Nadu,Bajra,Kharif,2000,172.81,875.66,92.46,32.21,69.58,714.79
West Bengal,Rice,Kharif,2006,267.66,1554.89,124.62,26.64,70.1,1395.85
West Bengal,Rice,Kharif,2007,374.86,902.17,279.45,36.3,51.01,1451.82
West Bengal,Rice,Kharif,2008,2146.75,1353.94,332.83,23.34,53.01,2230.27
West Bengal,Rice,Kharif,2009,597.4,1241.6,106.02,28.2,59.68,1674.44
West Bengal,Rice,Kharif,2010,4387.21,993.74,133.83,22.62,85.57,1618.64
West Bengal,Rice,Kharif,2011,976.51,1459.96,192.31,25.02,47.08,1598.58
West Bengal,Rice,Kharif,2012,4268.46,1130.66,265.36,35.94,87.63,2460.5
West Bengal,Rice,Kharif,2013,173.14,865.25,318.74,23.49,40.48,1759.18
West Bengal,Rice,Kharif,2014,1547.98,1218.47,181.5,32.53,87.12,1973.76
West Bengal,Rice,Kharif,2015,4666.78,696.74,94.97,19.8,62.25,1257.53
West Bengal,Rice,Kharif,2016,613.12,508.16,140.01,23.63,65.32,1249.96
West Bengal,Rice,Kharif,2017,1349.3,667.97,339.74,18.16,85.98,2138.07
West Bengal,Rice,Kharif,2005,1038.66,1720.93,152.69,26.81,73.03,1717.17
West Bengal,Rice,Kharif,2004,2791.46,1396.06,62.7,18.22,54.36,1573.95
